order_date,customer_id,order_status,offer_id,loyalty_status,price,offer_value
23/06/2025,118860,Abandoned,4Y0WBIC,Occasional,98.11,Free Shipping
18/06/2025,119522,Abandoned,05S3TFG,Occasional,114.08,25%
22/06/2025,124255,Abandoned,05S3TFG,New,54.07,25%
14/06/2025,125823,Abandoned,05S3TFG,Loyal,474.95,25%
18/06/2025,125823,Abandoned,4Y0WBIC,Loyal,109.31,Free Shipping
01/06/2025,126240,Abandoned,05S3TFG,New,783.96,25%
23/06/2025,127337,Abandoned,05S3TFG,Loyal,34.35,25%
10/06/2025,128890,Abandoned,4Y0WBIC,New,682.83,Free Shipping
14/06/2025,129230,Abandoned,05S3TFG,New,377.77,25%
01/06/2025,129712,Abandoned,05S3TFG,New,604.45,25%
10/06/2025,129712,Abandoned,4Y0WBIC,New,569.35,Free Shipping
20/06/2025,130827,Abandoned,4Y0WBIC,Occasional,123.24,Free Shipping
05/06/2025,135320,Abandoned,05S3TFG,Loyal,94.31,25%
14/06/2025,135320,Abandoned,05S3TFG,Loyal,262.11,25%
29/06/2025,136755,Abandoned,05S3TFG,New,586.39,25%
03/06/2025,136755,Abandoned,4Y0WBIC,New,210.91,Free Shipping
12/06/2025,136992,Abandoned,4Y0WBIC,New,783.96,Free Shipping
04/06/2025,138042,Abandoned,4Y0WBIC,Occasional,378.95,Free Shipping
06/06/2025,138198,Abandoned,4Y0WBIC,Occasional,54.98,Free Shipping
13/06/2025,138893,Abandoned,05S3TFG,New,29.90,25%
10/06/2025,139381,Abandoned,05S3TFG,Occasional,109.31,25%
18/06/2025,141120,Abandoned,05S3TFG,New,200.85,25%
04/06/2025,142223,Abandoned,4Y0WBIC,New,31.03,Free Shipping
17/06/2025,142492,Abandoned,05S3TFG,New,746.97,25%
17/06/2025,142492,Abandoned,05S3TFG,New,173.67,25%
27/06/2025,142492,Abandoned,4Y0WBIC,New,56.10,Free Shipping
29/06/2025,143094,Abandoned,05S3TFG,Occasional,120.66,25%
16/06/2025,144458,Abandoned,05S3TFG,Occasional,512.70,25%
12/06/2025,146006,Abandoned,05S3TFG,Loyal,474.95,25%
28/06/2025,146862,Abandoned,4Y0WBIC,Loyal,31.03,Free Shipping
24/06/2025,146963,Abandoned,4Y0WBIC,Occasional,31.03,Free Shipping
29/06/2025,149417,Abandoned,4Y0WBIC,Loyal,442.44,Free Shipping
14/06/2025,151103,Abandoned,05S3TFG,Loyal,71.29,25%
21/06/2025,152409,Abandoned,05S3TFG,Loyal,377.77,25%
06/06/2025,152409,Abandoned,4Y0WBIC,Loyal,101.39,Free Shipping
23/06/2025,152676,Abandoned,05S3TFG,Loyal,378.95,25%
14/06/2025,157867,Abandoned,4Y0WBIC,Loyal,74.07,Free Shipping
17/06/2025,161570,Abandoned,05S3TFG,New,378.95,25%
23/06/2025,167556,Abandoned,05S3TFG,Occasional,184.22,25%
15/06/2025,167556,Abandoned,4Y0WBIC,Occasional,702.51,Free Shipping
22/06/2025,167556,Abandoned,4Y0WBIC,Occasional,772.75,Free Shipping
26/06/2025,167556,Abandoned,4Y0WBIC,Occasional,782.57,Free Shipping
29/06/2025,170104,Abandoned,4Y0WBIC,Loyal,34.35,Free Shipping
02/06/2025,174948,Abandoned,4Y0WBIC,Loyal,323.00,Free Shipping
19/06/2025,175296,Abandoned,4Y0WBIC,Loyal,630.68,Free Shipping
18/06/2025,175557,Abandoned,4Y0WBIC,Loyal,783.96,Free Shipping
05/06/2025,176087,Abandoned,4Y0WBIC,Loyal,114.08,Free Shipping
16/06/2025,176087,Abandoned,4Y0WBIC,Loyal,142.41,Free Shipping
17/06/2025,182020,Abandoned,05S3TFG,Loyal,559.43,25%
17/06/2025,182027,Abandoned,4Y0WBIC,Occasional,148.43,Free Shipping
12/06/2025,183361,Abandoned,05S3TFG,Loyal,783.96,25%
03/06/2025,187160,Abandoned,05S3TFG,Loyal,109.31,25%
28/06/2025,187805,Abandoned,05S3TFG,New,142.41,25%
24/06/2025,187805,Abandoned,4Y0WBIC,New,173.67,Free Shipping
27/06/2025,188409,Abandoned,05S3TFG,Occasional,423.04,25%
29/06/2025,188409,Abandoned,05S3TFG,Occasional,503.63,25%
20/06/2025,188418,Abandoned,4Y0WBIC,Occasional,678.46,Free Shipping
25/06/2025,188900,Abandoned,05S3TFG,New,503.63,25%
26/06/2025,189227,Abandoned,4Y0WBIC,New,377.77,Free Shipping
06/06/2025,189286,Abandoned,05S3TFG,Occasional,288.49,25%
12/06/2025,196167,Abandoned,05S3TFG,Loyal,249.88,25%
29/06/2025,196167,Abandoned,4Y0WBIC,Loyal,782.57,Free Shipping
17/06/2025,197521,Abandoned,05S3TFG,New,114.15,25%
18/06/2025,200245,Abandoned,05S3TFG,Loyal,260.89,25%
29/06/2025,201895,Abandoned,05S3TFG,Loyal,423.04,25%
28/06/2025,202270,Abandoned,05S3TFG,Loyal,249.88,25%
09/06/2025,203876,Abandoned,4Y0WBIC,New,94.31,Free Shipping
19/06/2025,208174,Abandoned,05S3TFG,Loyal,29.90,25%
25/06/2025,208174,Abandoned,05S3TFG,Loyal,586.39,25%
13/06/2025,208174,Abandoned,4Y0WBIC,Loyal,323.00,Free Shipping
24/06/2025,209212,Abandoned,4Y0WBIC,New,497.90,Free Shipping
26/06/2025,209212,Abandoned,4Y0WBIC,New,74.07,Free Shipping
23/06/2025,210278,Abandoned,05S3TFG,New,140.15,25%
01/06/2025,210278,Abandoned,4Y0WBIC,New,513.23,Free Shipping
02/06/2025,210278,Abandoned,4Y0WBIC,New,54.98,Free Shipping
14/06/2025,212637,Abandoned,05S3TFG,Loyal,143.99,25%
07/06/2025,212637,Abandoned,4Y0WBIC,Loyal,682.83,Free Shipping
15/06/2025,213361,Abandoned,4Y0WBIC,New,236.60,Free Shipping
28/06/2025,222269,Abandoned,4Y0WBIC,Occasional,64.51,Free Shipping
06/06/2025,223679,Abandoned,4Y0WBIC,Loyal,114.15,Free Shipping
18/06/2025,224718,Abandoned,05S3TFG,New,288.49,25%
12/06/2025,224718,Abandoned,4Y0WBIC,New,260.89,Free Shipping
18/06/2025,224718,Abandoned,4Y0WBIC,New,783.96,Free Shipping
20/06/2025,226122,Abandoned,05S3TFG,Loyal,15.63,25%
10/06/2025,226347,Abandoned,4Y0WBIC,Loyal,140.15,Free Shipping
17/06/2025,228668,Abandoned,05S3TFG,New,173.67,25%
24/06/2025,230154,Abandoned,4Y0WBIC,Loyal,120.05,Free Shipping
29/06/2025,233377,Abandoned,05S3TFG,New,210.91,25%
16/06/2025,235782,Abandoned,05S3TFG,Occasional,220.57,25%
04/06/2025,240975,Abandoned,4Y0WBIC,Loyal,474.95,Free Shipping
21/06/2025,240975,Abandoned,4Y0WBIC,Loyal,277.30,Free Shipping
02/06/2025,245262,Abandoned,05S3TFG,Loyal,288.49,25%
08/06/2025,245262,Abandoned,4Y0WBIC,Loyal,121.84,Free Shipping
07/06/2025,247902,Abandoned,05S3TFG,Loyal,34.35,25%
13/06/2025,251185,Abandoned,05S3TFG,Loyal,127.43,25%
04/06/2025,251185,Abandoned,4Y0WBIC,Loyal,143.99,Free Shipping
02/06/2025,253492,Abandoned,4Y0WBIC,Loyal,782.57,Free Shipping
27/06/2025,259845,Abandoned,05S3TFG,New,513.23,25%
02/06/2025,262850,Abandoned,05S3TFG,Occasional,109.31,25%
02/06/2025,265617,Abandoned,4Y0WBIC,Loyal,142.41,Free Shipping
29/06/2025,266812,Abandoned,05S3TFG,Occasional,114.15,25%
05/06/2025,266812,Abandoned,4Y0WBIC,Occasional,497.90,Free Shipping
08/06/2025,271982,Abandoned,4Y0WBIC,New,512.70,Free Shipping
23/06/2025,271982,Abandoned,4Y0WBIC,New,654.21,Free Shipping
01/06/2025,272516,Abandoned,05S3TFG,New,160.99,25%
24/06/2025,276602,Abandoned,4Y0WBIC,Loyal,442.44,Free Shipping
25/06/2025,276602,Abandoned,4Y0WBIC,Loyal,168.09,Free Shipping
10/06/2025,278947,Abandoned,05S3TFG,Loyal,604.45,25%
15/06/2025,278947,Abandoned,4Y0WBIC,Loyal,88.44,Free Shipping
07/06/2025,281671,Abandoned,05S3TFG,Occasional,123.24,25%
01/06/2025,281671,Abandoned,4Y0WBIC,Occasional,220.57,Free Shipping
03/06/2025,281973,Abandoned,4Y0WBIC,New,782.57,Free Shipping
09/06/2025,284271,Abandoned,05S3TFG,New,36.86,25%
04/06/2025,284416,Abandoned,05S3TFG,New,295.20,25%
21/06/2025,284416,Abandoned,05S3TFG,New,142.41,25%
22/06/2025,285746,Abandoned,05S3TFG,Loyal,120.46,25%
13/06/2025,285762,Abandoned,05S3TFG,Loyal,378.95,25%
03/06/2025,287602,Abandoned,4Y0WBIC,New,423.04,Free Shipping
03/06/2025,287602,Abandoned,4Y0WBIC,New,284.51,Free Shipping
15/06/2025,289648,Abandoned,05S3TFG,New,121.84,25%
08/06/2025,297534,Abandoned,4Y0WBIC,Occasional,782.57,Free Shipping
12/06/2025,298053,Abandoned,4Y0WBIC,New,148.43,Free Shipping
01/06/2025,298516,Abandoned,05S3TFG,Loyal,98.11,25%
17/06/2025,298516,Abandoned,05S3TFG,Loyal,74.07,25%
04/06/2025,300903,Abandoned,05S3TFG,Loyal,377.77,25%
16/06/2025,301049,Abandoned,05S3TFG,Loyal,569.45,25%
14/06/2025,301049,Abandoned,4Y0WBIC,Loyal,586.39,Free Shipping
26/06/2025,301049,Abandoned,4Y0WBIC,Loyal,220.57,Free Shipping
25/06/2025,302493,Abandoned,4Y0WBIC,Occasional,262.11,Free Shipping
16/06/2025,307645,Abandoned,05S3TFG,Loyal,200.85,25%
08/06/2025,311356,Abandoned,05S3TFG,Loyal,135.39,25%
14/06/2025,311443,Abandoned,4Y0WBIC,Loyal,586.39,Free Shipping
02/06/2025,312057,Abandoned,05S3TFG,Occasional,337.58,25%
16/06/2025,312057,Abandoned,05S3TFG,Occasional,64.51,25%
03/06/2025,312057,Abandoned,4Y0WBIC,Occasional,513.23,Free Shipping
06/06/2025,312057,Abandoned,4Y0WBIC,Occasional,127.43,Free Shipping
25/06/2025,315167,Abandoned,4Y0WBIC,Occasional,114.08,Free Shipping
21/06/2025,316287,Abandoned,4Y0WBIC,New,604.45,Free Shipping
12/06/2025,317457,Abandoned,05S3TFG,Loyal,474.95,25%
03/06/2025,318573,Abandoned,05S3TFG,Loyal,168.09,25%
11/06/2025,320258,Abandoned,05S3TFG,Loyal,122.89,25%
06/06/2025,320258,Abandoned,4Y0WBIC,Loyal,503.63,Free Shipping
27/06/2025,322482,Abandoned,4Y0WBIC,New,782.34,Free Shipping
08/06/2025,322663,Abandoned,4Y0WBIC,New,295.20,Free Shipping
10/06/2025,322663,Abandoned,4Y0WBIC,New,135.39,Free Shipping
10/06/2025,327065,Abandoned,05S3TFG,Loyal,682.83,25%
28/06/2025,332382,Abandoned,4Y0WBIC,Occasional,135.39,Free Shipping
29/06/2025,332382,Abandoned,4Y0WBIC,Occasional,56.10,Free Shipping
08/06/2025,333711,Abandoned,05S3TFG,New,121.84,25%
21/06/2025,333711,Abandoned,05S3TFG,New,503.63,25%
29/06/2025,335838,Abandoned,05S3TFG,Loyal,94.31,25%
25/06/2025,335954,Abandoned,05S3TFG,New,33.65,25%
25/06/2025,336835,Abandoned,05S3TFG,New,120.66,25%
27/06/2025,337319,Abandoned,05S3TFG,New,481.96,25%
26/06/2025,338587,Abandoned,4Y0WBIC,New,262.11,Free Shipping
28/06/2025,338587,Abandoned,4Y0WBIC,New,36.86,Free Shipping
19/06/2025,339767,Abandoned,05S3TFG,Loyal,96.37,25%
18/06/2025,343426,Abandoned,05S3TFG,Occasional,54.98,25%
07/06/2025,343426,Abandoned,4Y0WBIC,Occasional,33.65,Free Shipping
12/06/2025,343426,Abandoned,4Y0WBIC,Occasional,337.58,Free Shipping
12/06/2025,343426,Abandoned,4Y0WBIC,Occasional,377.77,Free Shipping
19/06/2025,344340,Abandoned,4Y0WBIC,Occasional,512.70,Free Shipping
17/06/2025,348868,Abandoned,05S3TFG,Occasional,64.51,25%
09/06/2025,349443,Abandoned,05S3TFG,Loyal,277.30,25%
19/06/2025,349443,Abandoned,05S3TFG,Loyal,746.97,25%
01/06/2025,354551,Abandoned,05S3TFG,New,285.19,25%
10/06/2025,359718,Abandoned,05S3TFG,New,122.07,25%
08/06/2025,361261,Abandoned,05S3TFG,Loyal,295.20,25%
13/06/2025,361848,Abandoned,4Y0WBIC,Loyal,88.44,Free Shipping
07/06/2025,363441,Abandoned,4Y0WBIC,Loyal,173.67,Free Shipping
28/06/2025,363441,Abandoned,4Y0WBIC,Loyal,74.07,Free Shipping
03/06/2025,364550,Abandoned,4Y0WBIC,Occasional,783.96,Free Shipping
05/06/2025,364550,Abandoned,4Y0WBIC,Occasional,782.57,Free Shipping
14/06/2025,367896,Abandoned,05S3TFG,Loyal,179.66,25%
18/06/2025,367896,Abandoned,4Y0WBIC,Loyal,179.66,Free Shipping
15/06/2025,369533,Abandoned,4Y0WBIC,Loyal,503.63,Free Shipping
07/06/2025,371035,Abandoned,05S3TFG,Occasional,513.23,25%
11/06/2025,371035,Abandoned,05S3TFG,Occasional,139.96,25%
03/06/2025,371715,Abandoned,4Y0WBIC,Loyal,94.31,Free Shipping
17/06/2025,374407,Abandoned,4Y0WBIC,New,98.11,Free Shipping
22/06/2025,376237,Abandoned,05S3TFG,Occasional,377.77,25%
06/06/2025,377434,Abandoned,05S3TFG,Occasional,179.66,25%
29/06/2025,381168,Abandoned,4Y0WBIC,Occasional,191.39,Free Shipping
01/06/2025,383154,Abandoned,4Y0WBIC,Occasional,702.51,Free Shipping
20/06/2025,383258,Abandoned,4Y0WBIC,Loyal,682.83,Free Shipping
05/06/2025,384141,Abandoned,05S3TFG,Occasional,160.99,25%
05/06/2025,384572,Abandoned,05S3TFG,New,140.15,25%
23/06/2025,384572,Abandoned,05S3TFG,New,206.87,25%
14/06/2025,384572,Abandoned,4Y0WBIC,New,78.91,Free Shipping
08/06/2025,385512,Abandoned,05S3TFG,Occasional,236.60,25%
09/06/2025,385512,Abandoned,05S3TFG,Occasional,184.22,25%
13/06/2025,385512,Abandoned,4Y0WBIC,Occasional,249.88,Free Shipping
05/06/2025,388513,Abandoned,4Y0WBIC,Occasional,147.72,Free Shipping
13/06/2025,391825,Abandoned,05S3TFG,New,148.43,25%
20/06/2025,391825,Abandoned,05S3TFG,New,173.67,25%
29/06/2025,400407,Abandoned,05S3TFG,New,74.07,25%
02/06/2025,406403,Abandoned,05S3TFG,New,566.74,25%
22/06/2025,406745,Abandoned,4Y0WBIC,Occasional,33.65,Free Shipping
28/06/2025,406858,Abandoned,05S3TFG,Loyal,28.11,25%
12/06/2025,407476,Abandoned,4Y0WBIC,Loyal,566.74,Free Shipping
24/06/2025,409717,Abandoned,05S3TFG,New,29.90,25%
11/06/2025,412670,Abandoned,05S3TFG,Occasional,295.20,25%
23/06/2025,416698,Abandoned,4Y0WBIC,Loyal,569.45,Free Shipping
21/06/2025,417102,Abandoned,05S3TFG,Occasional,503.63,25%
23/06/2025,417140,Abandoned,05S3TFG,New,114.08,25%
29/06/2025,422511,Abandoned,4Y0WBIC,Occasional,173.67,Free Shipping
11/06/2025,422828,Abandoned,4Y0WBIC,Loyal,77.95,Free Shipping
14/06/2025,423293,Abandoned,05S3TFG,Occasional,512.70,25%
18/06/2025,423652,Abandoned,05S3TFG,Occasional,101.39,25%
20/06/2025,423652,Abandoned,4Y0WBIC,Occasional,635.40,Free Shipping
03/06/2025,428543,Abandoned,05S3TFG,Occasional,101.39,25%
05/06/2025,428543,Abandoned,05S3TFG,Occasional,135.39,25%
14/06/2025,428543,Abandoned,4Y0WBIC,Occasional,53.12,Free Shipping
02/06/2025,430276,Abandoned,05S3TFG,Occasional,284.51,25%
26/06/2025,430526,Abandoned,05S3TFG,Loyal,96.37,25%
12/06/2025,432796,Abandoned,05S3TFG,Occasional,481.96,25%
12/06/2025,434110,Abandoned,05S3TFG,New,88.44,25%
21/06/2025,434295,Abandoned,05S3TFG,Loyal,285.19,25%
23/06/2025,434295,Abandoned,05S3TFG,Loyal,635.40,25%
29/06/2025,434295,Abandoned,4Y0WBIC,Loyal,127.43,Free Shipping
02/06/2025,434976,Abandoned,4Y0WBIC,Loyal,33.65,Free Shipping
15/06/2025,435966,Abandoned,4Y0WBIC,Occasional,682.83,Free Shipping
16/06/2025,440868,Abandoned,05S3TFG,Occasional,191.39,25%
06/06/2025,442887,Abandoned,05S3TFG,Occasional,252.10,25%
12/06/2025,443602,Abandoned,05S3TFG,Occasional,497.90,25%
28/06/2025,445686,Abandoned,05S3TFG,Loyal,109.18,25%
13/06/2025,445686,Abandoned,4Y0WBIC,Loyal,139.96,Free Shipping
27/06/2025,446377,Abandoned,05S3TFG,Occasional,569.45,25%
21/06/2025,448565,Abandoned,4Y0WBIC,Occasional,96.37,Free Shipping
27/06/2025,454919,Abandoned,05S3TFG,New,114.08,25%
27/06/2025,455914,Abandoned,05S3TFG,New,474.95,25%
02/06/2025,456918,Abandoned,4Y0WBIC,Occasional,702.51,Free Shipping
19/06/2025,458675,Abandoned,4Y0WBIC,Loyal,34.35,Free Shipping
29/06/2025,460020,Abandoned,4Y0WBIC,Occasional,170.98,Free Shipping
01/06/2025,461062,Abandoned,05S3TFG,Loyal,139.96,25%
03/06/2025,463675,Abandoned,05S3TFG,Occasional,378.95,25%
22/06/2025,463811,Abandoned,05S3TFG,Loyal,160.99,25%
21/06/2025,465665,Abandoned,05S3TFG,Occasional,423.04,25%
05/06/2025,468529,Abandoned,05S3TFG,Loyal,442.44,25%
03/06/2025,468529,Abandoned,4Y0WBIC,Loyal,96.37,Free Shipping
29/06/2025,468576,Abandoned,4Y0WBIC,New,56.10,Free Shipping
10/06/2025,468825,Abandoned,4Y0WBIC,Occasional,481.96,Free Shipping
17/06/2025,474649,Abandoned,4Y0WBIC,Loyal,249.88,Free Shipping
17/06/2025,477015,Abandoned,05S3TFG,Occasional,31.03,25%
03/06/2025,480739,Abandoned,05S3TFG,Occasional,28.11,25%
17/06/2025,480739,Abandoned,05S3TFG,Occasional,173.67,25%
10/06/2025,481363,Abandoned,4Y0WBIC,New,57.58,Free Shipping
06/06/2025,482120,Abandoned,05S3TFG,Occasional,240.64,25%
25/06/2025,482157,Abandoned,05S3TFG,Occasional,474.95,25%
22/06/2025,482420,Abandoned,4Y0WBIC,Occasional,343.90,Free Shipping
02/06/2025,483319,Abandoned,4Y0WBIC,Occasional,559.43,Free Shipping
05/06/2025,483792,Abandoned,05S3TFG,Occasional,120.46,25%
16/06/2025,483792,Abandoned,05S3TFG,Occasional,120.66,25%
03/06/2025,490011,Abandoned,4Y0WBIC,Loyal,503.63,Free Shipping
07/06/2025,490280,Abandoned,05S3TFG,New,64.51,25%
27/06/2025,491536,Abandoned,4Y0WBIC,Loyal,71.29,Free Shipping
11/06/2025,492073,Abandoned,05S3TFG,New,569.35,25%
02/06/2025,492526,Abandoned,05S3TFG,Occasional,101.39,25%
07/06/2025,492526,Abandoned,05S3TFG,Occasional,98.11,25%
20/06/2025,494688,Abandoned,05S3TFG,Loyal,782.57,25%
27/06/2025,494691,Abandoned,05S3TFG,Occasional,184.22,25%
04/06/2025,496060,Abandoned,05S3TFG,Loyal,285.19,25%
12/06/2025,496060,Abandoned,05S3TFG,Loyal,682.83,25%
24/06/2025,497537,Abandoned,4Y0WBIC,New,147.72,Free Shipping
28/06/2025,498938,Abandoned,05S3TFG,New,782.57,25%
07/06/2025,498938,Abandoned,4Y0WBIC,New,782.57,Free Shipping
09/06/2025,500759,Abandoned,4Y0WBIC,Loyal,122.07,Free Shipping
12/06/2025,500804,Abandoned,4Y0WBIC,Loyal,481.96,Free Shipping
05/06/2025,504409,Abandoned,05S3TFG,Loyal,206.87,25%
06/06/2025,504409,Abandoned,4Y0WBIC,Loyal,160.99,Free Shipping
29/06/2025,506683,Abandoned,4Y0WBIC,Loyal,120.66,Free Shipping
02/06/2025,508205,Abandoned,05S3TFG,Occasional,48.57,25%
03/06/2025,508205,Abandoned,05S3TFG,Occasional,772.75,25%
06/06/2025,509201,Abandoned,4Y0WBIC,New,36.86,Free Shipping
02/06/2025,510400,Abandoned,05S3TFG,New,53.12,25%
26/06/2025,510400,Abandoned,05S3TFG,New,782.57,25%
02/06/2025,512201,Abandoned,05S3TFG,Occasional,122.07,25%
17/06/2025,512414,Abandoned,4Y0WBIC,Occasional,389.98,Free Shipping
02/06/2025,513840,Abandoned,05S3TFG,Loyal,147.72,25%
06/06/2025,514189,Abandoned,05S3TFG,New,120.05,25%
26/06/2025,514189,Abandoned,4Y0WBIC,New,323.00,Free Shipping
12/06/2025,514345,Abandoned,4Y0WBIC,New,210.91,Free Shipping
10/06/2025,515121,Abandoned,4Y0WBIC,New,377.77,Free Shipping
25/06/2025,515677,Abandoned,4Y0WBIC,Loyal,28.11,Free Shipping
09/06/2025,518277,Abandoned,05S3TFG,Occasional,702.51,25%
29/06/2025,521073,Abandoned,4Y0WBIC,Loyal,423.04,Free Shipping
21/06/2025,521178,Abandoned,4Y0WBIC,Occasional,630.68,Free Shipping
23/06/2025,522589,Abandoned,05S3TFG,Occasional,566.74,25%
27/06/2025,523482,Abandoned,05S3TFG,Loyal,179.66,25%
16/06/2025,526340,Abandoned,05S3TFG,New,252.10,25%
08/06/2025,526730,Abandoned,05S3TFG,Loyal,191.39,25%
09/06/2025,527049,Abandoned,4Y0WBIC,Occasional,179.66,Free Shipping
25/06/2025,528384,Abandoned,4Y0WBIC,Loyal,96.37,Free Shipping
20/06/2025,529939,Abandoned,05S3TFG,Occasional,98.11,25%
12/06/2025,530705,Abandoned,05S3TFG,Loyal,236.60,25%
11/06/2025,530705,Abandoned,4Y0WBIC,Loyal,29.90,Free Shipping
11/06/2025,534213,Abandoned,05S3TFG,Occasional,481.96,25%
12/06/2025,536558,Abandoned,05S3TFG,Occasional,120.46,25%
